val_loss,train_loss,created_at
0.27593448758125305,0.3083963029914432,2020-04-25 19:39:22.130305
,,2020-04-25 19:39:27.089451
0.23469948768615725,0.2168545557392968,2020-04-25 19:39:37.352963
,,2020-04-25 19:39:42.036406
0.2258549779653549,0.1749088168144226,2020-04-25 19:39:52.226332
,,2020-04-25 19:39:56.993034
0.22240403294563293,0.21336624026298526,2020-04-25 19:40:07.159838
,,2020-04-25 19:40:11.901731
0.2087417095899582,0.1651578148206075,2020-04-25 19:40:22.146954
,,2020-04-25 19:40:26.867897
0.20627929270267487,0.16899182895819345,2020-04-25 19:40:37.055781
,,2020-04-25 19:40:41.747385
0.2025591880083084,0.17335952818393707,2020-04-25 19:40:51.905345
,,2020-04-25 19:40:56.546712
0.2081106007099152,0.15305441949102613,2020-04-25 19:41:06.815972
,,2020-04-25 19:41:11.528136
0.19864605367183685,0.1671658688121372,2020-04-25 19:41:21.769533
,,2020-04-25 19:41:26.494679
0.20340850949287412,0.16348478280835682,2020-04-25 19:41:36.675784
,,2020-04-25 19:41:41.354035
0.19963565468788147,0.15691690312491524,2020-04-25 19:42:22.248952
,,2020-04-25 19:42:27.847374
0.19737587869167328,0.16192532579104105,2020-04-25 19:42:38.031660
,,2020-04-25 19:42:42.788092
0.1981985867023468,0.16985292981068292,2020-04-25 19:42:52.992533
,,2020-04-25 19:42:57.699079
0.19993875920772552,0.17177356282869974,2020-04-25 19:43:07.851528
,,2020-04-25 19:43:12.510948
0.19519713521003726,0.1577757630083296,2020-04-25 19:43:22.735964
,,2020-04-25 19:43:27.460144
0.19248707592487332,0.17040831678443485,2020-04-25 19:43:37.700588
,,2020-04-25 19:43:42.430506
0.1841684728860855,0.14566302216715282,2020-04-25 19:43:52.630792
,,2020-04-25 19:43:57.355639
0.181483194231987,0.14671185198757386,2020-04-25 19:44:07.589792
,,2020-04-25 19:44:12.331053
0.17000356316566467,0.13989205906788507,2020-04-25 19:44:22.586057
,,2020-04-25 19:44:27.320796
0.16584374010562894,0.13042166001266906,2020-04-25 19:44:37.587136
,,2020-04-25 19:44:42.302666
0.16209156811237335,0.12717832542128032,2020-04-25 19:45:22.188490
,,2020-04-25 19:45:31.732919
0.15894298255443573,0.12197139859199525,2020-04-25 19:45:42.016363
,,2020-04-25 19:45:46.735545
0.15662512183189392,0.12927266127533382,2020-04-25 19:45:56.947697
,,2020-04-25 19:46:01.693025
0.1549334079027176,0.12619910058048034,2020-04-25 19:46:11.929254
,,2020-04-25 19:46:16.667369
0.1564900428056717,0.12120938797791797,2020-04-25 19:46:26.900117
,,2020-04-25 19:46:31.634389
0.15491212904453278,0.13334334144989649,2020-04-25 19:46:42.066996
,,2020-04-25 19:46:46.742122
0.1556294858455658,0.12221102747652265,2020-04-25 19:46:57.064721
,,2020-04-25 19:47:01.782558
0.1550769805908203,0.12289510832892525,2020-04-25 19:47:12.039990
,,2020-04-25 19:47:16.748279
0.1552695631980896,0.11827753980954488,2020-04-25 19:47:26.916442
,,2020-04-25 19:47:31.652256
0.1551983654499054,0.1251144442293379,2020-04-25 19:47:41.919266
,,2020-04-25 19:47:46.649211
0.1552865505218506,0.11869740072223875,2020-04-25 19:48:25.511491
,,2020-04-25 19:48:34.887251
0.1551586240530014,0.12419183552265167,2020-04-25 19:48:45.105845
,,2020-04-25 19:48:49.817511
0.15542735159397125,0.1265153768989775,2020-04-25 19:49:00.137801
,,2020-04-25 19:49:04.882476
0.1559079736471176,0.1156260652674569,2020-04-25 19:49:15.103000
,,2020-04-25 19:49:19.842176
0.15547245740890506,0.12695256620645526,2020-04-25 19:49:30.014844
,,2020-04-25 19:49:34.736977
0.15581902861595154,0.12161804156170952,2020-04-25 19:49:45.159895
,,2020-04-25 19:49:49.895227
0.15629370510578156,0.11962604439920847,2020-04-25 19:50:00.156337
,,2020-04-25 19:50:04.914153
0.1564950942993164,0.1284181641207801,2020-04-25 19:50:15.108044
,,2020-04-25 19:50:19.813311
