val_loss,train_loss,created_at
0.10960379242897034,0.17994267696684058,2020-05-06 08:39:45.930495
,,2020-05-06 08:39:46.663957
0.08854374289512634,0.12044175781986932,2020-05-06 08:39:47.868268
,,2020-05-06 08:39:47.886613
0.07880309224128723,0.113329294052991,2020-05-06 08:39:49.174232
,,2020-05-06 08:39:49.192294
0.08035781234502792,0.10032934695482254,2020-05-06 08:39:50.406462
,,2020-05-06 08:39:50.424665
0.07729610055685042,0.09817834063009782,2020-05-06 08:39:51.631071
,,2020-05-06 08:39:51.649279
0.07736904919147491,0.08615918389775536,2020-05-06 08:39:52.854503
,,2020-05-06 08:39:52.872711
0.07285484671592712,0.105533473870971,2020-05-06 08:39:54.081941
,,2020-05-06 08:39:54.101542
0.07199537009000777,0.0962936861271208,2020-05-06 08:39:55.311531
,,2020-05-06 08:39:55.329485
0.07221857458353043,0.0986341962760145,2020-05-06 08:39:56.519007
,,2020-05-06 08:39:56.537050
0.07193028181791307,0.0811202424493703,2020-05-06 08:39:57.721643
,,2020-05-06 08:39:57.739523
0.07193028181791307,0.0926749547096816,2020-05-06 08:40:13.470624
,,2020-05-06 08:40:13.890302
0.07167492806911469,0.08605412563139743,2020-05-06 08:40:15.114852
,,2020-05-06 08:40:15.132986
0.07127901911735535,0.10862381688573143,2020-05-06 08:40:16.339023
,,2020-05-06 08:40:16.357191
0.07167359441518784,0.08881824971600012,2020-05-06 08:40:17.556436
,,2020-05-06 08:40:17.574383
0.07180625945329666,0.09773265434937044,2020-05-06 08:40:18.775605
,,2020-05-06 08:40:18.793825
0.07223636656999588,0.09905256161635573,2020-05-06 08:40:20.006929
,,2020-05-06 08:40:20.024885
0.06830652803182602,0.10323082249272954,2020-05-06 08:40:21.227451
,,2020-05-06 08:40:21.245739
0.0694122165441513,0.08730918914079666,2020-05-06 08:40:22.451773
,,2020-05-06 08:40:22.470012
0.07643036544322968,0.08806435560638254,2020-05-06 08:40:23.678709
,,2020-05-06 08:40:23.696806
0.07122940570116043,0.0807663534175266,2020-05-06 08:40:24.906521
,,2020-05-06 08:40:24.924442
0.07256022095680237,0.0873631750318137,2020-05-06 08:40:40.591987
,,2020-05-06 08:40:41.307713
0.07119686156511308,0.08178904686461795,2020-05-06 08:40:42.513904
,,2020-05-06 08:40:42.532186
0.0730053260922432,0.07105946811762723,2020-05-06 08:40:43.741114
,,2020-05-06 08:40:43.759467
0.07001084834337233,0.09238412874666127,2020-05-06 08:40:44.986197
,,2020-05-06 08:40:45.006382
0.07467067986726761,0.09066829153082588,2020-05-06 08:40:46.214141
,,2020-05-06 08:40:46.232435
0.0739588588476181,0.07881563834168694,2020-05-06 08:40:47.439239
,,2020-05-06 08:40:47.457560
0.07346847653388977,0.08141012726859613,2020-05-06 08:40:48.667765
,,2020-05-06 08:40:48.686005
0.0727175921201706,0.06918934935873207,2020-05-06 08:40:49.939192
,,2020-05-06 08:40:49.957222
0.07266131788492203,0.06124547293240374,2020-05-06 08:40:51.152604
,,2020-05-06 08:40:51.170566
0.07257302105426787,0.07359511794691738,2020-05-06 08:40:52.357313
,,2020-05-06 08:40:52.375330
0.07257302105426787,0.07847776365551082,2020-05-06 08:41:08.113470
,,2020-05-06 08:41:08.148298
0.07280543446540833,0.07951569252393463,2020-05-06 08:41:09.344267
,,2020-05-06 08:41:09.362321
0.07240380346775055,0.07403055510737679,2020-05-06 08:41:10.572639
,,2020-05-06 08:41:10.590578
0.07283498346805573,0.06766146929426628,2020-05-06 08:41:11.783767
,,2020-05-06 08:41:11.801988
0.07270774245262146,0.08582826636054297,2020-05-06 08:41:13.008555
,,2020-05-06 08:41:13.026992
0.07466213405132294,0.07988720014691353,2020-05-06 08:41:14.233166
,,2020-05-06 08:41:14.256441
0.07076530158519745,0.06398566998541355,2020-05-06 08:41:15.476873
,,2020-05-06 08:41:15.497080
0.07848773896694182,0.08002790808677672,2020-05-06 08:41:16.699854
,,2020-05-06 08:41:16.717877
0.07447326928377151,0.07480463419448245,2020-05-06 08:41:17.922028
,,2020-05-06 08:41:17.940107
0.0733976811170578,0.09055444225668907,2020-05-06 08:41:19.142793
,,2020-05-06 08:41:19.161114
0.07680539786815642,0.07825598188421944,2020-05-06 08:41:34.005374
,,2020-05-06 08:41:34.401302
0.07517492771148683,0.06929612379859794,2020-05-06 08:41:35.629687
,,2020-05-06 08:41:35.648061
0.07695883512496947,0.08381554230370304,2020-05-06 08:41:36.860153
,,2020-05-06 08:41:36.878520
0.06948570162057878,0.07240776683796536,2020-05-06 08:41:38.089155
,,2020-05-06 08:41:38.107606
0.06999275088310243,0.07675658640536395,2020-05-06 08:41:39.317623
,,2020-05-06 08:41:39.335907
0.07558092474937439,0.07165581868453459,2020-05-06 08:41:40.561114
,,2020-05-06 08:41:40.579631
0.07393636554479599,0.07151347009295766,2020-05-06 08:41:41.788775
,,2020-05-06 08:41:41.807223
0.07349837571382523,0.06986073607748207,2020-05-06 08:41:43.015789
,,2020-05-06 08:41:43.034180
0.07099732011556625,0.0767517201602459,2020-05-06 08:41:44.240484
,,2020-05-06 08:41:44.258677
0.0716923400759697,0.06270957839759914,2020-05-06 08:41:45.471242
,,2020-05-06 08:41:45.489663
0.0716923400759697,0.06516769291325049,2020-05-06 08:42:00.374327
,,2020-05-06 08:42:00.877338
0.07229288667440414,0.06839120777493174,2020-05-06 08:42:02.066773
,,2020-05-06 08:42:02.084763
0.07251958549022675,0.08198229020292107,2020-05-06 08:42:03.272537
,,2020-05-06 08:42:03.290668
0.07538071274757385,0.06508475372737105,2020-05-06 08:42:04.481549
,,2020-05-06 08:42:04.499857
0.07373976707458496,0.06619825857606801,2020-05-06 08:42:05.704087
,,2020-05-06 08:42:05.723329
0.07401645183563232,0.07423187826167453,2020-05-06 08:42:06.914407
,,2020-05-06 08:42:06.932591
0.07017461955547333,0.07726378163153473,2020-05-06 08:42:08.123895
,,2020-05-06 08:42:08.142216
0.07568924129009247,0.07262987609614026,2020-05-06 08:42:09.333700
,,2020-05-06 08:42:09.352000
0.07580041140317917,0.08837105333805084,2020-05-06 08:42:10.558069
,,2020-05-06 08:42:10.576309
0.07122164964675902,0.0747684734788808,2020-05-06 08:42:11.783411
,,2020-05-06 08:42:11.801805
0.07903078198432922,0.0655906308781017,2020-05-06 08:42:26.625803
,,2020-05-06 08:42:26.658755
0.07686608284711838,0.08036696606061676,2020-05-06 08:42:27.892530
,,2020-05-06 08:42:27.910856
0.07204372435808183,0.08487131209536032,2020-05-06 08:42:29.099797
,,2020-05-06 08:42:29.118113
0.07867826521396637,0.07539262758059935,2020-05-06 08:42:30.308560
,,2020-05-06 08:42:30.327104
0.07313256710767746,0.0717628916556185,2020-05-06 08:42:31.531572
,,2020-05-06 08:42:31.549840
0.07482148706912994,0.06439911337061363,2020-05-06 08:42:32.757675
,,2020-05-06 08:42:32.776315
0.0754854753613472,0.08281725848262961,2020-05-06 08:42:33.988131
,,2020-05-06 08:42:34.006765
0.07272526621818542,0.06699739464304665,2020-05-06 08:42:35.218338
,,2020-05-06 08:42:35.236875
0.073567233979702,0.0827118307352066,2020-05-06 08:42:36.470675
,,2020-05-06 08:42:36.489295
0.07388366758823395,0.06556024673310193,2020-05-06 08:42:37.698328
,,2020-05-06 08:42:37.716791
0.07388366758823395,0.07909500023180788,2020-05-06 08:42:52.636684
,,2020-05-06 08:42:52.836556
0.07319124788045883,0.06280563433061946,2020-05-06 08:42:54.039796
,,2020-05-06 08:42:54.058089
0.0728316456079483,0.07112975587899034,2020-05-06 08:42:55.261153
,,2020-05-06 08:42:55.280605
0.07435910403728485,0.07063799419186333,2020-05-06 08:42:56.502148
,,2020-05-06 08:42:56.520551
0.07388550788164139,0.06293730607086961,2020-05-06 08:42:57.723826
,,2020-05-06 08:42:57.742458
0.0723089873790741,0.06359592046249997,2020-05-06 08:42:58.944113
,,2020-05-06 08:42:58.962617
0.07846608012914658,0.090030775828795,2020-05-06 08:43:00.167101
,,2020-05-06 08:43:00.185402
0.07389534264802933,0.07309579815376889,2020-05-06 08:43:01.458321
,,2020-05-06 08:43:01.476893
0.07229746878147125,0.05539698458530686,2020-05-06 08:43:02.684950
,,2020-05-06 08:43:02.703448
0.07436131685972214,0.055074122988364914,2020-05-06 08:43:03.909324
,,2020-05-06 08:43:03.927843
0.0762876346707344,0.07814246043562889,2020-05-06 08:43:19.380288
,,2020-05-06 08:43:19.412457
0.07922776788473129,0.07692538540471684,2020-05-06 08:43:20.676659
,,2020-05-06 08:43:20.695457
0.07133126258850098,0.0722855966199528,2020-05-06 08:43:21.927475
,,2020-05-06 08:43:21.946261
0.07265964150428772,0.0607244921001521,2020-05-06 08:43:23.155374
,,2020-05-06 08:43:23.173728
0.0766892358660698,0.0794636265120723,2020-05-06 08:43:24.378440
,,2020-05-06 08:43:24.396888
0.07738308608531952,0.06632611494172704,2020-05-06 08:43:25.602383
,,2020-05-06 08:43:25.620728
0.07337597757577896,0.05423593724315817,2020-05-06 08:43:26.831852
,,2020-05-06 08:43:26.850201
0.07377604395151137,0.06413623453541235,2020-05-06 08:43:28.043915
,,2020-05-06 08:43:28.062302
0.07264835387468338,0.06850027123635466,2020-05-06 08:43:29.252910
,,2020-05-06 08:43:29.271230
0.07265602052211761,0.06813505190339955,2020-05-06 08:43:30.460646
,,2020-05-06 08:43:30.479139
0.07265602052211761,0.0694620202888142,2020-05-06 08:43:44.792974
,,2020-05-06 08:43:45.764167
0.07302433997392654,0.06911527941172774,2020-05-06 08:43:46.982559
,,2020-05-06 08:43:47.001207
0.07399430871009828,0.06605255298993805,2020-05-06 08:43:48.214753
,,2020-05-06 08:43:48.233463
0.07568741589784622,0.06208630549636754,2020-05-06 08:43:49.448157
,,2020-05-06 08:43:49.467892
0.0736774355173111,0.0741569542072036,2020-05-06 08:43:50.688448
,,2020-05-06 08:43:50.707117
0.07274048030376434,0.07062336565418678,2020-05-06 08:43:51.937406
,,2020-05-06 08:43:51.956233
0.07374364137649536,0.06789899735965511,2020-05-06 08:43:53.170182
,,2020-05-06 08:43:53.188558
0.07232898473739624,0.055391049859198654,2020-05-06 08:43:54.386607
,,2020-05-06 08:43:54.405315
0.07771258056163788,0.06907197206535122,2020-05-06 08:43:55.618004
,,2020-05-06 08:43:55.636704
0.07912194728851317,0.07607225091619925,2020-05-06 08:44:10.173716
