train_loss,val_loss,created_at
0.2058075964450836,0.1995530724525452,2020-05-02 11:35:48.878387
,,2020-05-02 11:35:48.905803
0.20064933598041532,0.199368879199028,2020-05-02 11:35:49.016452
,,2020-05-02 11:35:49.034423
0.18931201100349426,0.19917824864387512,2020-05-02 11:35:49.142946
,,2020-05-02 11:35:49.160863
0.19384507834911344,0.19904688000679016,2020-05-02 11:35:49.268599
,,2020-05-02 11:35:49.286509
0.1902550458908081,0.1988280415534973,2020-05-02 11:35:49.394462
,,2020-05-02 11:35:49.412398
0.1822559237480164,0.19865326583385468,2020-05-02 11:35:49.520389
,,2020-05-02 11:35:49.538300
0.1899169385433197,0.1985725611448288,2020-05-02 11:35:49.645740
,,2020-05-02 11:35:49.664015
0.19122152030467987,0.19847428798675534,2020-05-02 11:35:49.771738
,,2020-05-02 11:35:49.789991
0.1817521452903748,0.1984221637248993,2020-05-02 11:35:49.897920
,,2020-05-02 11:35:49.915941
0.18312710523605347,0.19841031730175016,2020-05-02 11:35:50.024318
,,2020-05-02 11:35:50.042392
0.1903654634952545,0.19841031730175016,2020-05-02 11:35:51.752636
,,2020-05-02 11:35:51.780570
0.19710481166839602,0.19839292764663696,2020-05-02 11:35:51.889878
,,2020-05-02 11:35:51.908130
0.1856012344360352,0.19837087392807007,2020-05-02 11:35:52.018184
,,2020-05-02 11:35:52.036493
0.1956256479024887,0.19825313985347748,2020-05-02 11:35:52.147246
,,2020-05-02 11:35:52.166564
0.17643345892429352,0.19812029600143435,2020-05-02 11:35:52.277759
,,2020-05-02 11:35:52.296328
0.18936285376548767,0.19788064062595367,2020-05-02 11:35:52.406638
,,2020-05-02 11:35:52.425007
0.1776714026927948,0.1975497156381607,2020-05-02 11:35:52.536070
,,2020-05-02 11:35:52.555345
0.19275912642478946,0.19699612259864807,2020-05-02 11:35:52.665119
,,2020-05-02 11:35:52.683666
0.19316287338733676,0.19716240465641025,2020-05-02 11:35:52.793331
,,2020-05-02 11:35:52.811678
0.19973629713058472,0.1967628598213196,2020-05-02 11:35:52.921792
,,2020-05-02 11:35:52.940206
0.18100756406784055,0.19605442881584167,2020-05-02 11:35:54.589298
,,2020-05-02 11:35:54.642417
0.1883581131696701,0.1952738165855408,2020-05-02 11:35:54.750357
,,2020-05-02 11:35:54.769260
0.1775800883769989,0.1951304078102112,2020-05-02 11:35:54.878184
,,2020-05-02 11:35:54.896361
0.1865936815738678,0.1946213990449905,2020-05-02 11:35:55.005545
,,2020-05-02 11:35:55.023723
0.1810249239206314,0.1947531551122665,2020-05-02 11:35:55.131789
,,2020-05-02 11:35:55.150292
0.18690888583660129,0.19469667971134186,2020-05-02 11:35:55.258208
,,2020-05-02 11:35:55.276371
0.16404034197330475,0.194535493850708,2020-05-02 11:35:55.385304
,,2020-05-02 11:35:55.403566
0.18926873803138733,0.19454944133758545,2020-05-02 11:35:55.511670
,,2020-05-02 11:35:55.529852
0.1942744255065918,0.19456210732460025,2020-05-02 11:35:55.638327
,,2020-05-02 11:35:55.656852
0.16619539260864258,0.1945587396621704,2020-05-02 11:35:55.765190
,,2020-05-02 11:35:55.783425
0.16621781885623932,0.1945587396621704,2020-05-02 11:35:57.485554
,,2020-05-02 11:35:57.513808
0.19015347957611084,0.19456008076667786,2020-05-02 11:35:57.621358
,,2020-05-02 11:35:57.639914
0.16724231839179993,0.1945055723190308,2020-05-02 11:35:57.747161
,,2020-05-02 11:35:57.765695
0.19196029007434845,0.19440075755119324,2020-05-02 11:35:57.873459
,,2020-05-02 11:35:57.891617
0.17727434635162356,0.19445443153381348,2020-05-02 11:35:57.999446
,,2020-05-02 11:35:58.017522
0.16777083277702332,0.19439931213855746,2020-05-02 11:35:58.126106
,,2020-05-02 11:35:58.144218
0.1864081919193268,0.19420087337493894,2020-05-02 11:35:58.253106
,,2020-05-02 11:35:58.271542
0.17699700593948364,0.19406673312187195,2020-05-02 11:35:58.379831
,,2020-05-02 11:35:58.397950
0.17277759313583374,0.19396409392356875,2020-05-02 11:35:58.506961
,,2020-05-02 11:35:58.525109
0.17373163998126984,0.19382694363594052,2020-05-02 11:35:58.634603
,,2020-05-02 11:35:58.653047
0.18565234541893005,0.1935778558254242,2020-05-02 11:36:00.201544
,,2020-05-02 11:36:00.318881
0.17421111464500427,0.19357916712760925,2020-05-02 11:36:00.427962
,,2020-05-02 11:36:00.446746
0.17255434393882751,0.1933215409517288,2020-05-02 11:36:00.557087
,,2020-05-02 11:36:00.575794
0.15500754117965698,0.19284573197364807,2020-05-02 11:36:00.685775
,,2020-05-02 11:36:00.704284
0.18362250924110413,0.19284826517105105,2020-05-02 11:36:00.814627
,,2020-05-02 11:36:00.833138
0.17294257879257202,0.1924227476119995,2020-05-02 11:36:00.944012
,,2020-05-02 11:36:00.963180
0.1723097860813141,0.1923067271709442,2020-05-02 11:36:01.082772
,,2020-05-02 11:36:01.106560
0.1765044629573822,0.19214290380477905,2020-05-02 11:36:01.224558
,,2020-05-02 11:36:01.242848
0.16903144121170044,0.19216862320899966,2020-05-02 11:36:01.352274
,,2020-05-02 11:36:01.370855
0.16803491115570068,0.1921665370464325,2020-05-02 11:36:01.479516
,,2020-05-02 11:36:01.497775
0.1553153693675995,0.1921665370464325,2020-05-02 11:36:03.118420
,,2020-05-02 11:36:03.170726
0.15520337224006653,0.19216719269752505,2020-05-02 11:36:03.278249
,,2020-05-02 11:36:03.296358
0.18918944895267487,0.19210301339626312,2020-05-02 11:36:03.405514
,,2020-05-02 11:36:03.423747
0.18423578143119806,0.19211292266845706,2020-05-02 11:36:03.532532
,,2020-05-02 11:36:03.551031
0.168386310338974,0.1921161413192749,2020-05-02 11:36:03.658400
,,2020-05-02 11:36:03.676608
0.19376471638679504,0.19227947294712067,2020-05-02 11:36:03.784837
,,2020-05-02 11:36:03.802988
0.17832331359386444,0.19212669134140012,2020-05-02 11:36:03.911685
,,2020-05-02 11:36:03.929911
0.16751624643802646,0.19224080443382266,2020-05-02 11:36:04.038361
,,2020-05-02 11:36:04.056763
0.1663587987422943,0.19218182563781736,2020-05-02 11:36:04.164295
,,2020-05-02 11:36:04.183203
0.16711363196372986,0.19191759824752808,2020-05-02 11:36:04.292035
,,2020-05-02 11:36:04.310351
0.1864846646785736,0.19236868619918826,2020-05-02 11:36:05.931887
,,2020-05-02 11:36:05.959847
0.16714388132095334,0.19228139519691467,2020-05-02 11:36:06.067910
,,2020-05-02 11:36:06.086406
0.16972261667251587,0.19219842553138733,2020-05-02 11:36:06.204695
,,2020-05-02 11:36:06.228788
0.17769142985343933,0.19219818711280826,2020-05-02 11:36:06.348139
,,2020-05-02 11:36:06.367492
0.16656526923179624,0.19217726588249207,2020-05-02 11:36:06.476473
,,2020-05-02 11:36:06.494944
0.1817779242992401,0.19212506711483,2020-05-02 11:36:06.604120
,,2020-05-02 11:36:06.622585
0.15747344493865967,0.19229640066623688,2020-05-02 11:36:06.732179
,,2020-05-02 11:36:06.750838
0.18230363726615906,0.19238217175006864,2020-05-02 11:36:06.858249
,,2020-05-02 11:36:06.876501
0.1713142693042755,0.19242174923419952,2020-05-02 11:36:06.984841
,,2020-05-02 11:36:07.003154
0.17186026275157928,0.192429780960083,2020-05-02 11:36:07.111288
,,2020-05-02 11:36:07.129590
0.17213326692581174,0.192429780960083,2020-05-02 11:36:08.750936
,,2020-05-02 11:36:08.778725
0.168472021818161,0.1924365758895874,2020-05-02 11:36:08.889087
,,2020-05-02 11:36:08.907737
0.15978804230690002,0.19242721796035767,2020-05-02 11:36:09.018456
,,2020-05-02 11:36:09.037853
0.1816001832485199,0.1924661099910736,2020-05-02 11:36:09.148274
,,2020-05-02 11:36:09.167501
0.16449183225631714,0.19226610660552976,2020-05-02 11:36:09.277580
,,2020-05-02 11:36:09.296281
0.14568158984184265,0.19189107418060306,2020-05-02 11:36:09.407252
,,2020-05-02 11:36:09.426029
0.15032081305980682,0.19139601290225985,2020-05-02 11:36:09.537954
,,2020-05-02 11:36:09.556804
0.17006509006023407,0.1905835866928101,2020-05-02 11:36:09.666458
,,2020-05-02 11:36:09.685227
0.14969715476036072,0.1884061098098755,2020-05-02 11:36:09.796475
,,2020-05-02 11:36:09.815237
0.1585160344839096,0.1856701374053955,2020-05-02 11:36:09.926096
,,2020-05-02 11:36:09.944855
0.1343209445476532,0.1826418936252594,2020-05-02 11:36:11.494289
,,2020-05-02 11:36:11.554742
0.16774150729179382,0.17763185501098633,2020-05-02 11:36:11.664299
,,2020-05-02 11:36:11.683833
0.15044185519218445,0.17287015914916992,2020-05-02 11:36:11.794462
,,2020-05-02 11:36:11.813107
0.14270129799842834,0.16897638142108914,2020-05-02 11:36:11.923715
,,2020-05-02 11:36:11.942424
0.12625174224376678,0.16462716460227966,2020-05-02 11:36:12.053149
,,2020-05-02 11:36:12.072301
0.13837847113609314,0.1614721119403839,2020-05-02 11:36:12.182778
,,2020-05-02 11:36:12.201213
0.15105226635932922,0.15909622609615326,2020-05-02 11:36:12.310372
,,2020-05-02 11:36:12.328843
0.1485181599855423,0.15835320949554446,2020-05-02 11:36:12.438466
,,2020-05-02 11:36:12.456944
0.12831071019172668,0.15799659490585327,2020-05-02 11:36:12.564694
,,2020-05-02 11:36:12.584263
0.13519489765167236,0.15784767270088196,2020-05-02 11:36:12.693329
,,2020-05-02 11:36:12.711751
0.14243137836456302,0.15784767270088196,2020-05-02 11:36:14.333067
,,2020-05-02 11:36:14.360793
0.1502068191766739,0.15770293772220612,2020-05-02 11:36:14.470161
,,2020-05-02 11:36:14.489930
0.105369433760643,0.1572415828704834,2020-05-02 11:36:14.598465
,,2020-05-02 11:36:14.616927
0.16301417350769046,0.15602603554725647,2020-05-02 11:36:14.726242
,,2020-05-02 11:36:14.744897
0.10930217057466507,0.15434378385543826,2020-05-02 11:36:14.856277
,,2020-05-02 11:36:14.875520
0.13076013326644895,0.15159493684768674,2020-05-02 11:36:14.985329
,,2020-05-02 11:36:15.004013
0.13851919770240784,0.14954228699207306,2020-05-02 11:36:15.114234
,,2020-05-02 11:36:15.132923
0.09819945693016052,0.14473851025104525,2020-05-02 11:36:15.244006
,,2020-05-02 11:36:15.263316
0.108140267431736,0.13996556401252747,2020-05-02 11:36:15.373508
,,2020-05-02 11:36:15.392467
0.11828846484422685,0.1349557340145111,2020-05-02 11:36:15.502542
